URL: /
Timestamp Wed Jan 11 2023 02:17:35 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:17:39 GMT-0600 (Central Standard Time)

URL: /
Timestamp Wed Jan 11 2023 02:19:13 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:19:15 GMT-0600 (Central Standard Time)

URL: /
Timestamp Wed Jan 11 2023 02:28:30 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:28:31 GMT-0600 (Central Standard Time)

URL: /
Timestamp Wed Jan 11 2023 02:33:27 GMT-0600 (Central Standard Time)

URL: /favicon.ico
Timestamp Wed Jan 11 2023 02:33:27 GMT-0600 (Central Standard Time)

URL: /documentation
Timestamp Wed Jan 11 2023 02:33:41 GMT-0600 (Central Standard Time)

URL: /favicon.ico
::1 - - [26/Jan/2023:23:15:18 +0000] "GET /movies/genre/comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:21:12 +0000] "GET /movies/genre/Comedy HTTP/1.1" 201 4 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:22:24 +0000] "GET /movies/genre/Comedy HTTP/1.1" 201 174 "-" "PostmanRuntime/7.30.0"
::1 - - [26/Jan/2023:23:24:11 +0000] "GET /movies/genre/Drama HTTP/1.1" 201 108 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:05:34 +0000] "GET /movies/director/Joel%20Schumacher HTTP/1.1" 201 219 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:21:13 +0000] "GET /users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:21:47 +0000] "GET /Users HTTP/1.1" 404 144 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:22:20 +0000] "POST /users HTTP/1.1" 404 145 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:29:35 +0000] "POST /users HTTP/1.1" 404 145 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:29:53 +0000] "POST /users/ HTTP/1.1" 404 146 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:30:14 +0000] "POST /users HTTP/1.1" 201 183 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:00:41:49 +0000] "PUT /users/newuser HTTP/1.1" 200 189 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:00:59 +0000] "GET /users/ HTTP/1.1" 201 1090 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:05:20 +0000] "POST /users/candybar70/movies/63d03435dc477606bbb0ecd0 HTTP/1.1" 200 250 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:09:14 +0000] "GET /users/ HTTP/1.1" 201 1117 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:10:32 +0000] "POST /users/erinout/63d0413ddc477606bbb0ecd4 HTTP/1.1" 404 178 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:32:29 +0000] "DELETE /users/newuser HTTP/1.1" - - "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:32:52 +0000] "DELETE /users/newuser HTTP/1.1" 400 19 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:34:17 +0000] "GET /users/ HTTP/1.1" 201 927 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:35:01 +0000] "DELETE /users/candybar70/movies/63d03435dc477606bbb0ecd0 HTTP/1.1" 404 190 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:35:36 +0000] "GET /users/ HTTP/1.1" 201 927 "-" "PostmanRuntime/7.30.0"
::1 - - [27/Jan/2023:01:39:01 +0000] "DELETE /users/candybar70/movies/63d03435dc477606bbb0ecd0 HTTP/1.1" 200 223 "-" "PostmanRuntime/7.30.0"
